Sentence_ID,sentence,Tokens,NER_Tags,Dialect
144,دايما الاغنيه الحلوه بتيجي وانا نازل من السياره,"['دايما', 'الاغنيه', 'الحلوه', 'بتيجي', 'وانا', 'نازل', 'من', 'السياره']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",Egypt
145,اذا اجت تسكر باب السيارة,"['اذا', 'اجت', 'تسكر', 'باب', 'السيارة']","['O', 'O', 'O', 'O', 'O']",Iraq
146,"لدرجة انه ما بسكر ,","['لدرجة', 'انه', 'ما', 'بسكر', ',']","['O', 'O', 'O', 'O', 'O']",Jordan
147,أو بتعطيك هديك الخبطة,"['أو', 'بتعطيك', 'هديك', 'الخبطة']","['O', 'O', 'O', 'O']",Lebanon
148,شاب اسباني يهدي حبيبته,"['شاب', 'اسباني', 'يهدي', 'حبيبته']","['O', 'O', 'O', 'O']",Modern Standard Arabic
149,سياره وقصر في مدينة مدريد,"['سياره', 'وقصر', 'في', 'مدينة', 'مدريد']","['O', 'O', 'O', 'B-GPE', 'I-GPE']",Yemen
150,وعندما سألته لماذا كل هذا,"['وعندما', 'سألته', 'لماذا', 'كل', 'هذا']","['O', 'O', 'O', 'O', 'O']",Modern Standard Arabic
151,وعنا بالعالم العربي,"['وعنا', 'بالعالم', 'العربي']","['O', 'O', 'O']",Syria
152,بيعطيها دب لعبه . . واول ما يتطاوشوا,"['بيعطيها', 'دب', 'لعبه', '.', '.', 'واول', 'ما', 'يتطاوشوا']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",Yemen
153,بيحكيلها,['بيحكيلها'],['O'],Syria
154,قال أحدهم لصديقه بعد هجرته حبيبته :,"['قال', 'أحدهم', 'لصديقه', 'بعد', 'هجرته', 'حبيبته', ':']","['O', 'O', 'O', 'O', 'O', 'O', 'O']",Modern Standard Arabic
155,هون عليك سوف تنساها غدا,"['هون', 'عليك', 'سوف', 'تنساها', 'غدا']","['O', 'O', 'O', 'O', 'O']",Syria
156,كيف انساها و انا مشتري لها ( آي فون ) بالتقسيط لمدة سنه ;,"['كيف', 'انساها', 'و', 'انا', 'مشتري', 'لها', '(', 'آي', 'فون', ')', 'بالتقسيط', 'لمدة', 'سنه', ';']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-DATE', 'I-DATE', 'O']",Yemen
157,مؤلمة لحد الموت,"['مؤلمة', 'لحد', 'الموت']","['O', 'O', 'O']",Saudi Arabia
158,قلها لأ,"['قلها', 'لأ']","['O', 'O']",Egypt
159,. قالتلو طيب بتعزني,"['.', 'قالتلو', 'طيب', 'بتعزني']","['O', 'O', 'O', 'O']",Lebanon
160,قلها لأ,"['قلها', 'لأ']","['O', 'O']",Egypt
161,البنت صارت تبكي راح الشب قلها طيب انتيي ما سألتيني بتعشقني,"['البنت', 'صارت', 'تبكي', 'راح', 'الشب', 'قلها', 'طيب', 'انتيي', 'ما', 'سألتيني', 'بتعشقني']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",Jordan
162,مسحت دموعها وقالتلو طيب بتعشقني,"['مسحت', 'دموعها', 'وقالتلو', 'طيب', 'بتعشقني']","['O', 'O', 'O', 'O', 'O']",Jordan
163,. قال لها كمان لا,"['.', 'قال', 'لها', 'كمان', 'لا']","['O', 'O', 'O', 'O', 'O']",Syria
164,في توم وجيري طول الوقت من غير ملابس,"['في', 'توم', 'وجيري', 'طول', 'الوقت', 'من', 'غير', 'ملابس']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",Libya
165,ولما يروحو ع المسبح يلبسو شورت,"['ولما', 'يروحو', 'ع', 'المسبح', 'يلبسو', 'شورت']","['O', 'O', 'O', 'O', 'O', 'O']",Syria
166,اليوم اجا عندي أبن جيرانا الصغير,"['اليوم', 'اجا', 'عندي', 'أبن', 'جيرانا', 'الصغير']","['B-DATE', 'O', 'O', 'O', 'O', 'O']",Lebanon
167,بحكيلي : أختي بتحكي عنك حلو,"['بحكيلي', ':', 'أختي', 'بتحكي', 'عنك', 'حلو']","['O', 'O', 'O', 'O', 'O', 'O']",Jordan
168,تمسك موبايل ولد صغير ويحكيلك بليزز لا تدخل ع الصور,"['تمسك', 'موبايل', 'ولد', 'صغير', 'ويحكيلك', 'بليزز', 'لا', 'تدخل', 'ع', 'الصور']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",Syria
169,لا يا شيخ !,"['لا', 'يا', 'شيخ', '!']","['O', 'O', 'O', 'O']",Saudi Arabia
170,سألو محشش . . . كيف تفرق بين الذبابه الذكر والانثى,"['سألو', 'محشش', '.', '.', '.', 'كيف', 'تفرق', 'بين', 'الذبابه', 'الذكر', 'والانثى']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",Yemen
171,وإلي بلف عند الاكل ذكر,"['وإلي', 'بلف', 'عند', 'الاكل', 'ذكر']","['O', 'O', 'O', 'O', 'O']",Egypt
172,اقنعني اخوو الشلن,"['اقنعني', 'اخوو', 'الشلن']","['O', 'O', 'O']",Tunisia
173,خذلك هاي النصابة شو لقيتها كاتبة,"['خذلك', 'هاي', 'النصابة', 'شو', 'لقيتها', 'كاتبة']","['O', 'O', 'O', 'O', 'O', 'O']",Jordan
174,أنا بحب ENGLISHTEXT أمي ENGLISHTEXT لدرجة إني باخد,"['أنا', 'بحب', 'ENGLISHTEXT', 'أمي', 'ENGLISHTEXT', 'لدرجة', 'إني', 'باخد']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",Jordan
175,كل الفلوس اللي في,"['كل', 'الفلوس', 'اللي', 'في']","['O', 'O', 'O', 'O']",Egypt
176,شنطتها,['شنطتها'],['O'],Saudi Arabia
177,عشان الشنطة ماتكونش تقيلة عليها,"['عشان', 'الشنطة', 'ماتكونش', 'تقيلة', 'عليها']","['O', 'O', 'O', 'O', 'O']",Libya
178,و تئدر تحملها و ما تتعب,"['و', 'تئدر', 'تحملها', 'و', 'ما', 'تتعب']","['O', 'O', 'O', 'O', 'O', 'O']",Saudi Arabia
179,كيف تكونين ام صالحة ?,"['كيف', 'تكونين', 'ام', 'صالحة', '?']","['O', 'O', 'O', 'O', 'O']",Saudi Arabia
180,محشش سألوه ما هو تعليقك بأن نهاية العالم في ? قال : كله كلام فاضي عندي علبة تونة بتنتهي في,"['محشش', 'سألوه', 'ما', 'هو', 'تعليقك', 'بأن', 'نهاية', 'العالم', 'في', '?', 'قال', ':', 'كله', 'كلام', 'فاضي', 'عندي', 'علبة', 'تونة', 'بتنتهي', 'في']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",Sudan
181,الطالب العربي,"['الطالب', 'العربي']","['O', 'B-NORP']",Sudan
182,"بكل الدروس يقعد يرسم , إلا في درس الفن يقعد يحكي","['بكل', 'الدروس', 'يقعد', 'يرسم', ',', 'إلا', 'في', 'درس', 'الفن', 'يقعد', 'يحكي']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",Libya
183,ليش اللي قاعد جنبك لما يقولك شو اخبارك لازم يلسعك كف حامي ع فخذك ?,"['ليش', 'اللي', 'قاعد', 'جنبك', 'لما', 'يقولك', 'شو', 'اخبارك', 'لازم', 'يلسعك', 'كف', 'حامي', 'ع', 'فخذك', '?']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",Syria
184,خلوه نايم,"['خلوه', 'نايم']","['O', 'O']",Qatar
185,", ألعبارة ألتي تشرح صدري","[',', 'ألعبارة', 'ألتي', 'تشرح', 'صدري']","['O', 'O', 'O', 'O', 'O']",Lebanon
186,وترسم إبتسأمتي,"['وترسم', 'إبتسأمتي']","['O', 'O']",Lebanon
187,وبطير النوم من عيوني,"['وبطير', 'النوم', 'من', 'عيوني']","['O', 'O', 'O', 'O']",Syria
188,مع كل كذبة تسقط 5 شعرات من رأس الإنسان,"['مع', 'كل', 'كذبة', 'تسقط', '5', 'شعرات', 'من', 'رأس', 'الإنسان']","['O', 'O', 'O', 'O', 'B-CARDINAL', 'O', 'O', 'O', 'O']",Modern Standard Arabic
189,عشان هيك % من الشباب مصلعين,"['عشان', 'هيك', '%', 'من', 'الشباب', 'مصلعين']","['O', 'O', 'O', 'O', 'O', 'O']",Jordan
190,كنت قاعد مع اوباما,"['كنت', 'قاعد', 'مع', 'اوباما']","['O', 'O', 'O', 'B-PERS']",Saudi Arabia
191,سألني : انت عربي ?,"['سألني', ':', 'انت', 'عربي', '?']","['O', 'O', 'O', 'B-NORP', 'O']",Sudan
192,من يومها ارتفع سعر البترول,"['من', 'يومها', 'ارتفع', 'سعر', 'البترول']","['O', 'O', 'O', 'O', 'O']",Saudi Arabia
193,يا جماعه انا ابوي اكل راسي بالشمعه كان يدرس عليها وفتح القدس هوي وصلاح الايوبي فيها ماشي ماشي انا مسدق,"['يا', 'جماعه', 'انا', 'ابوي', 'اكل', 'راسي', 'بالشمعه', 'كان', 'يدرس', 'عليها', 'وفتح', 'القدس', 'هوي', 'وصلاح', 'الايوبي', 'فيها', 'ماشي', 'ماشي', 'انا', 'مسدق']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-GPE', 'O', 'B-PERS', 'I-PERS', 'O', 'O', 'O', 'O', 'O']",Iraq
194,بس امي تصرخ وتحكي وانا قدك كنت اطبخ ع شمعه,"['بس', 'امي', 'تصرخ', 'وتحكي', 'وانا', 'قدك', 'كنت', 'اطبخ', 'ع', 'شمعه']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",Syria
195,يحرق عرظ ه الشمعه,"['يحرق', 'عرظ', 'ه', 'الشمعه']","['O', 'O', 'O', 'O']",Libya
196,ههههههههههههههههه,['ههههههههههههههههه'],['O'],Yemen
197,اللي بطلع ملابسه من الخزانة,"['اللي', 'بطلع', 'ملابسه', 'من', 'الخزانة']","['O', 'O', 'O', 'O', 'O']",Saudi Arabia
198,بدون مايخرب الباقي .,"['بدون', 'مايخرب', 'الباقي', '.']","['O', 'O', 'O', 'O']",Saudi Arabia
199,يرحم أمك كيف قبل لاانطرد من البيت,"['يرحم', 'أمك', 'كيف', 'قبل', 'لاانطرد', 'من', 'البيت']","['O', 'O', 'O', 'O', 'O', 'O', 'O']",Saudi Arabia
200,تخيلوا لو احنى صينين,"['تخيلوا', 'لو', 'احنى', 'صينين']","['O', 'O', 'O', 'B-NORP']",Iraq
201,. . تمزح مع أخوك وتشمطه كف,"['.', '.', 'تمزح', 'مع', 'أخوك', 'وتشمطه', 'كف']","['O', 'O', 'O', 'O', 'O', 'O', 'O']",Saudi Arabia
202,"محشش مات ابوه , وكان بالغزآ ببكي","['محشش', 'مات', 'ابوه', ',', 'وكان', 'بالغزآ', 'ببكي']","['O', 'O', 'O', 'O', 'O', 'O', 'O']",Yemen
203,"فجأة رن تلفونه , صآر يبكي أكثر","['فجأة', 'رن', 'تلفونه', ',', 'صآر', 'يبكي', 'أكثر']","['O', 'O', 'O', 'O', 'O', 'O', 'O']",Oman
204,"سألوه الناس : مالك , شو فيه ? !","['سألوه', 'الناس', ':', 'مالك', ',', 'شو', 'فيه', '?', '!']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",Oman
205,"قلهم : أختي اتصلت , أبوها كمان مات","['قلهم', ':', 'أختي', 'اتصلت', ',', 'أبوها', 'كمان', 'مات']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",Egypt
206,ما بحب أمدح حالي . . . بس ! ! !,"['ما', 'بحب', 'أمدح', 'حالي', '.', '.', '.', 'بس', '!', '!', '!']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",Syria
207,كل ما أدخل على المول . .,"['كل', 'ما', 'أدخل', 'على', 'المول', '.', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O']",Palestine
208,الباب بفتح لحالو,"['الباب', 'بفتح', 'لحالو']","['O', 'O', 'O']",Lebanon
209,قالتله : لا والله انا بدفع كاش,"['قالتله', ':', 'لا', 'والله', 'انا', 'بدفع', 'كاش']","['O', 'O', 'O', 'O', 'O', 'O', 'O']",Saudi Arabia
210,تحيه لكل بنت بتغني انا شب وعم أسس حالي,"['تحيه', 'لكل', 'بنت', 'بتغني', 'انا', 'شب', 'وعم', 'أسس', 'حالي']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",Syria
211,مابقهرني الا الأستاذ الي يقول :,"['مابقهرني', 'الا', 'الأستاذ', 'الي', 'يقول', ':']","['O', 'O', 'B-OCC', 'O', 'O', 'O']",Saudi Arabia
212,روح للادارة وقلهم إنو أنا مشاغب وبحكي في الحصه,"['روح', 'للادارة', 'وقلهم', 'إنو', 'أنا', 'مشاغب', 'وبحكي', 'في', 'الحصه']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",Lebanon
213,وبضحك,['وبضحك'],['O'],Syria
214,احلا شي لما تزعل البنت منك,"['احلا', 'شي', 'لما', 'تزعل', 'البنت', 'منك']","['O', 'O', 'O', 'O', 'O', 'O']",Qatar
215,"بتعملك بلوك بتسكر موبايلها , , بتختفي من الجامعة .","['بتعملك', 'بلوك', 'بتسكر', 'موبايلها', ',', ',', 'بتختفي', 'من', 'الجامعة', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",Syria
216,وبالاخر بتحكي لصاحباتها الحئيييير ما صالحني,"['وبالاخر', 'بتحكي', 'لصاحباتها', 'الحئيييير', 'ما', 'صالحني']","['O', 'O', 'O', 'O', 'O', 'O']",Lebanon
217,هههههههههههههههههههههههههه,['هههههههههههههههههههههههههه'],['O'],Egypt
218,. . . تبآ لكي يعني اجيلك بالحلم اصالحك,"['.', '.', '.', 'تبآ', 'لكي', 'يعني', 'اجيلك', 'بالحلم', 'اصالحك']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",Iraq
219,مرة عربي و اميركي و فرنسي,"['مرة', 'عربي', 'و', 'اميركي', 'و', 'فرنسي']","['O', 'B-NORP', 'O', 'B-NORP', 'O', 'B-NORP']",Saudi Arabia
220,الأميركي نزل رجله من الطيارة و قال : احنا فوق اميركا,"['الأميركي', 'نزل', 'رجله', 'من', 'الطيارة', 'و', 'قال', ':', 'احنا', 'فوق', 'اميركا']","['B-NORP', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-GPE']",Palestine
221,سألوه : كيف عرفت,"['سألوه', ':', 'كيف', 'عرفت']","['O', 'O', 'O', 'O']",Jordan
222,قال : اجري خبطت بتمثال الحرية,"['قال', ':', 'اجري', 'خبطت', 'بتمثال', 'الحرية']","['O', 'O', 'O', 'O', 'B-FAC', 'I-FAC']",Egypt
223,الفرنسي نزل رجله من الطيارة و قال : احنا فوق فرنسا,"['الفرنسي', 'نزل', 'رجله', 'من', 'الطيارة', 'و', 'قال', ':', 'احنا', 'فوق', 'فرنسا']","['I-FAC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-GPE']",Libya
224,سألوه كيف عرفت ? ?,"['سألوه', 'كيف', 'عرفت', '?', '?']","['O', 'O', 'O', 'O', 'O']",Yemen
225,العربي نزل اجره من الطيارة قال : احنا فوق الوطن العربي,"['العربي', 'نزل', 'اجره', 'من', 'الطيارة', 'قال', ':', 'احنا', 'فوق', 'الوطن', 'العربي']","['B-NORP', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOC', 'I-LOC']",Qatar
226,سألوه : كيف عرفت ? ?,"['سألوه', ':', 'كيف', 'عرفت', '?', '?']","['O', 'O', 'O', 'O', 'O', 'O']",Jordan
227,قال : كندرتي انسرقت,"['قال', ':', 'كندرتي', 'انسرقت']","['O', 'O', 'O', 'O']",Palestine
228,الفرق بين الأجنبي والعربي لما يتزحلق صاحبه,"['الفرق', 'بين', 'الأجنبي', 'والعربي', 'لما', 'يتزحلق', 'صاحبه']","['O', 'O', 'O', 'O', 'O', 'O', 'O']",Egypt
229,العربي :,"['العربي', ':']","['B-NORP', 'O']",Sudan
230,.,['.'],['O'],Oman
231,وبعد . . . سااعة,"['وبعد', '.', '.', '.', 'سااعة']","['O', 'O', 'O', 'O', 'O']",Qatar
232,ههههههههههههههههههه,['ههههههههههههههههههه'],['O'],Palestine
233,بعد شهرين . . . شباب تتذكرو,"['بعد', 'شهرين', '.', '.', '.', 'شباب', 'تتذكرو']","['B-DATE', 'I-DATE', 'O', 'O', 'O', 'O', 'O']",Jordan
234,ههههههههههههههه,['ههههههههههههههه'],['O'],Palestine
235,هههههههههههههههههههههههههه,['هههههههههههههههههههههههههه'],['O'],Egypt
236,بعد سنه . . . . تتذكر هالمكان,"['بعد', 'سنه', '.', '.', '.', '.', 'تتذكر', 'هالمكان']","['B-DATE', 'I-DATE', 'O', 'O', 'O', 'O', 'O', 'O']",Oman
237,عنجد ليش احنا هيك ?,"['عنجد', 'ليش', 'احنا', 'هيك', '?']","['O', 'O', 'O', 'O', 'O']",Syria
238,بقلي جاوبني بني آدم والا حمار ?,"['بقلي', 'جاوبني', 'بني', 'آدم', 'والا', 'حمار', '?']","['O', 'O', 'O', 'O', 'O', 'O', 'O']",Yemen
239,بقلوا بني آدم,"['بقلوا', 'بني', 'آدم']","['O', 'O', 'O']",Lebanon
240,طيب يا رجل مدامك بتعرف,"['طيب', 'يا', 'رجل', 'مدامك', 'بتعرف']","['O', 'O', 'O', 'O', 'O']",Jordan
241,ولد رجع متأخر ع البيت,"['ولد', 'رجع', 'متأخر', 'ع', 'البيت']","['O', 'O', 'O', 'O', 'O']",Syria
242,الولد : واحد وقع منه خمسين دينار,"['الولد', ':', 'واحد', 'وقع', 'منه', 'خمسين', 'دينار']","['O', 'O', 'O', 'O', 'O', 'B-MONEY', 'I-MONEY']",Jordan
243,الاب : اكيد كنت بتدور معاه عليها ?,"['الاب', ':', 'اكيد', 'كنت', 'بتدور', 'معاه', 'عليها', '?']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",Jordan
244,هاد الناقص,"['هاد', 'الناقص']","['O', 'O']",Syria
245,وهاد الزائد,"['وهاد', 'الزائد']","['O', 'O']",Syria
246,تعالو بكره وبعلمكم الضرب والقسمه,"['تعالو', 'بكره', 'وبعلمكم', 'الضرب', 'والقسمه']","['O', 'O', 'O', 'O', 'O']",Oman
247,هيني مسكر ايدي دقو عليها,"['هيني', 'مسكر', 'ايدي', 'دقو', 'عليها']","['O', 'O', 'O', 'O', 'O']",Syria
248,طلع مقص,"['طلع', 'مقص']","['O', 'O']",Syria
249,قص منخآرك,"['قص', 'منخآرك']","['O', 'O']",Yemen
250,رجع المقص وطول ورده,"['رجع', 'المقص', 'وطول', 'ورده']","['O', 'O', 'O', 'O']",Syria
251,كذآب كيف شميتهآ وآنت قآصص منخآرك ? ?,"['كذآب', 'كيف', 'شميتهآ', 'وآنت', 'قآصص', 'منخآرك', '?', '?']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",Saudi Arabia
252,وقعد يضحك ويقول :,"['وقعد', 'يضحك', 'ويقول', ':']","['O', 'O', 'O', 'O']",Qatar
253,راح ينجن لما يصحى وما يلاقي رأسه,"['راح', 'ينجن', 'لما', 'يصحى', 'وما', 'يلاقي', 'رأسه']","['O', 'O', 'O', 'O', 'O', 'O', 'O']",Jordan
254,ألغاااز للاذكياء :,"['ألغاااز', 'للاذكياء', ':']","['O', 'O', 'O']",Saudi Arabia
