Sentence_id,sentence
454,"شحو مرستئة مسبسل شنتير زته نمرود مشكشكة مغندرة شئشله بوجئة شهل مبوزم طيلسة لعبجي مدكّن سلبة روكبت متزاول شمئرين كوكش بحبش ينمحق يتحورق يتقوص مجنّط كحته نايط شحاطة أسيع موسوس مئنزع معت محرئص نضايفي دشرو تعسيلة كربوج شلونك أضوي أبضاي كلاكيش شحاري شفاتير بالورب جلموء السيبا خفافة تلقح معلش لعندن أديش جيب خود حط الصرماي جرابات بعّد زيح سداجة مصطهج كماجي / رغيف الخبز يفنكر جورة حردان ضيعانو مأشي"
455,"آبول أبصر أبع اتلسّع إسا استحكيه إشو انقلع انعفطوا إي أيلي اينجنور بحّتو برغاليا برطيل بريديت باردو بزّاقة بعل بلعط بنشر بيّي تاسومة تخّر تضرب بنيعك تخريجة جعاري جفت جلجوق جلموق حرمباية حل عنو حليئ خيّي دجن درمل دشّر دلدوء دينتي سجرة سدو لباجوقك سد بوزك مسطول سلاقي سوركة شبك شحاري صبحية ظميان عيّن غلونجي فدّان فرخ أفوكاتو فوّامات سواجير قبّع ركيد قضّوضة قظما قدّوم كب كحيان كزدانة لاطي طفران مصرات ميتور ناجس هبّور همترة واح ورّو يبلفوهم يحمّك يعركس يكحشوهن ينبّز هريسة / البربارة دوري / عصفور الدوري زكي زاروب قرصو دبانة دبابات"
456,"أنا و أنتي الحب جمّعني بكي لن تعرفي كم أنا مبسوطن معكي و أعزّكي"
457,"بفضلي رقبتي سدادة معلم"
458,"أحبك و الشعرو و البحرو و القرطاسو قد تقولين إنه ليس معو نقودن و ليس لهو طعمتي لكنني و لكنه ميتن فيكي عالآخري"
459,"أحب فيكي كل شيئن العيون منخاروكي التمو المنمنمي فتو بالحيطي أنتي لستي قليلة أنتي جميلة معكي تشعيلة"
460,"أنت بتعرف شو صاير فيك أستاذ .. صاير فيك إنو عيني فيه و تفو عليه أنت بتحبها و بدك تتزوجها بس ما بتقدر تتزوجها ليش ! لأنو هي قادرة و قوية قام شو عملت أنت تزوجتا ل لينا على أساس إنو هديك طابسة فيك للعمى و هي داخلة دخلة ماكنة على أساس إنتو شو يابا أنتو الشواام البلدي ، و هي بنت الضيعة الغبية .. قام شو طلعت ؟؟ ما طلعت البنت الدرويشة و خوزئتكن و خورفتكن بمتقدم و متأخر هالقد قدو و طلعت البنت بدها تلد بالشامي و بدها ديارة من عند"
461,"فيك تخرس ؟"
462,"لا يا سيدي ما رح اخرس"
463,"لهلأ ما عرفت ليش ما خليتني أقف مع أختي بهيك موقف"
464,"هلأ بيتن بيكون مليان ناس هاي"
465,"أيواا أنت هادا الي مضايقك الشغلة مو إنه توقفي مع أختك الشغلة إنك تدخلي بهيك مجتمعات"
466,"و شو عليه ازا الواحد تقرب من المجتمع المخملي يعني لازم تطالع حقدك الطبقي"
467,"حقدي الطبقي !! يعني كتير عاجبِك إلي عاملته أختك !! قال حفل خيري قال لك الي بدو يعمل خير مع الناس المسحوقين ما برميلو الفتات ، و يا ريت هدف إنساني من ورا هالشغلة المصلحة الشخصية هي الي بتحرك شي بيضحك عشان يصرف جلابياته بقوم بيعمل حفل خيري"
468,"طالما معترض على تصرفاته ليش لابس من جلابياته"
469,"هلأ شو دخل الجلابية بالموضوع ، أنا معترض عالمبدأ"
470,"الفنان العظيم المبدع صاحب الروح الحلوة من أبرز وجوه الكوميديا على الساحة الفنية رسم الضحكة على وجوه الملايين من الجماهير العربية خلال مسيرته الفنية الطويلة عبر عشرين عاما ليكون الوجه الثاني لفرح الناس ، الورقة الرابحة في أي عمل يشارك فيه موهبة كبيرة و تنوع مميز في الأداء شخصية محبوبة بكل المجالات كل الاحترام و التقدير للفنان يللي أمتعنا بأعماله المدهشة"
471,"لما يكمشوني رفقاتي طالعة مع حدا من الشلة و اقعد بررلن"
472,"يعني إنتو ما تآخذوني بهالكلمة مو متل صباح خانم تسلملي عينا .... هي متلي زهراوية بتحب البسط إي إنتو الواحد بيقلكن عالطلعة قبل شهر و يا بتروحوا يا ما بتروحوا"
473,"هو و هي عايشين أجار ما في شغل مركز اجتماعي سيء حتى بالعيلة كانو ما يقدروه و مو شايلينو من أرضو روح و تعا و اسكوت"
474,"حتى لما احتاجوه يكتب قصيدة قال بالمشرمحي أنا مو قابضك و محسبك أجدب و عقلك جوزتين بخرج ، أنا قلت عنك فلعوص و عينك جوعانة و شرشوح"
475,"كانت هالنوع من العلاقة تستفزني يعني كنت قول يروح يشتغل مالازم يسمح لحدا يحكي معو هيك لازم يعتمد ع حالو الفجعنة عالأكل كنت ما حبها ب هالشخصية"
476,"رغم هيك لما يكونوا بمشهد بالبيت هي تضل تمدح فيه و تتغزل فيه تضل تشد على إيدو و ترفع معنوياتو الحب اللي جمعهن صبرهن على عدم الإنجاب .. كانو رضيانين ببعض متل ما هنن ما يهمهن أي حكي و ان انزعجوا من موقف يطبطبو لبعض حالة حب فريدة في قمة الفقر"
477,"أنا حكيت لرفقاتي إنو صار لازم أتزوج .."
478,"شوف عمي في عندي وحدة هون بالسوق طلبك و مبتغاك بتشتغل عالماكينة درز عرفت شلون ، بتجيب قرشين حلوين صدقني بتعينك"
479,"بتجنن و بنتها قمر ما شا الله قمر"
480,"شايفة هالمنظر يخرب بيتو قدي بيكون خارب بيوت عالم قوم خلينا نروح عالمخفر خلي يعترف قدامك بكلشي خلي يعترف متل الكلب"
481,"لحظة لحظة هلا هو عرف وين ساكنة !!!"
482,"ليش عم تسأل ؟"
483,"عم اسألك جاوبيني !!!"
484,"من وين بدو يعرف إذا أخدني من على الطريق و زتني بين البساتين يعني معقول نروح لعند الشرطة و نقلون تفضلوا خدوا هي المصاري"
485,"ليش القصة قصة مصاري"
486,"هلأ صارت مصاري"
487,"معقول .."
488,"إي معقول أنا مصدقك و مو بدك ياني صدقك و أنا مصدقك"
489,"و كرامتي"
490,"مو قلتيلي إنو ما لمسك و لا قرب عليكي .. أنا مصدقك أنا جوزك و أنا حبيبك و إنتي حبيبتي و بالأخير صك البراءة بتاخدي مني"
491,"و حقي .."
492,"حقك ليكو الله بعتلنا ياه .. لا تطلعي فيني .. طلعي بحيطان البيت يلي مو إلنا طلعي بحالك طلعي بابنك يلي برا و صرلك سنة ما شفتيه متل الخلق كلو مشان شو مشان تسندينا و تسندي البيت"
493,"من أكتر الحلقات المستفزة و الممثل بهل دور جسد أبشع مثال للنفس البشرية"
494,"لما كل العيلة بتعرف حقيقة نجيب و كيف أنقذ حياتو للمغربي علال بحرب تشرين .. بهلحلقة كلنا اتعرفنا على شخصية نجيب الحقيقية"
495,"نجيب متل ما كلنا منعرفو هوي موظف بسيط و رب أسرة متوسطة الحال و هوي شخص عندو مبادئ و متمسك فيا ما بيقبل مساعدة من حدا خصوصا من عديلو و ما بيسمح لحدا يشوف حالو عليه يعني عندو عزة نفس كبيرة"
496,"بهلحلقة هي بتبينلنا شخصية نجيب من الداخل أنو هوي شخص بسيط و طيب جدا و صاحب نخوة بس ما بيعرف يعبر عن مشاعرو الداخلية"
497,"انو ليش ما حكيت كيف أنقذت حياتو لعلال بلحرب للعيلة ؟"
498,"شو الفايدة إذا حكيت ؟ بكبر بعيونكن يعني يمكن لو حاكيلكن القصة انا ما كنتو صدقتوني .. بس لأنو حدا تاني غيري حكاها لهيك صدقتوا و شفتوها شغلة كبيرة يا عادل نحنا عايشين بدائرة أو خلينا نقول بكرة أرضية و فيا مركز و الناس موزعين على خطوط الطول و العرض .. بس يلي بيكون قريب من المركز بيكون أقوى و مثبت حالو أكتر"
499,"و أنت على أي خط موجود ؟"
500,"لااا أنا خارج الدائرة كلا أنا مع الناس يلي عم تسبح بلفضاء الخارجي معدومة الوزن و الصوت انا واحد من الناس يلي لازم حدا يحكي عنن لانو بدون صوت ."
501,"هلحوار فعلا كان فعلا كان من أجمل الحوارات يلي مرت بلمسلسل فيا كتير ناس بعرفا بالحياة أو قريبة منا بكون قلبا طيب كتير بس ما بيعرفوا يعبروا عن المشاعر يلي جواتن و بدن حدا يفهمن أو يحكي عنن"
502,"كان بدو يعملن مفاجأة إنو ركب سماعة و صار يسمع كان مشتاق يسمع أصواتن و هون كانت الصدمة المؤلمة"
503,"شو فيها هالعلبة ؟ من إيمتى بيطلع منك متليك يا مأنشح .. شو هاد حلو عربي !! يحلا وبرك إلهي .. بذمتك ! يكون حاسس إنك عم تودع و يا رايح كتر ملايح لك رد عليي يا أطرش شبك هيك عم تطلع فيني متل الأهبل و الله أحسن شي بالدنيا انو الواحد يسب التاني ب وشو و هو ما عم يسمع .. وطالما معك كل المصاري ما تكتبلنا هالبيت و تريحنا منك يا ختيار الجن"
504,"ما في أبشع من الوحدة و خصوصي إزا بننجبر عليها و غصب عنا"
505,"احكوا للي بتحبوهن مشاعركن و أحساسيكن و ما تستنوا كتير لانو العمر بيمشي و الأيام بتركض و كله بيمرق من عمرنا"
506,"أنا واثق إنو رح يجي يوم يصير الهوا نضيف و البلد تتعبا بالشجر ، أنا ما رح شوف هداك اليوم بس أكيد أكيد ، لما يكبروا قوليلن إنو كان في واحد اسمو وسيم ، كان واثق إنه هالبلد لسة بيطلع منها خير .. رح تزرع شجر و رح توفر مي مشان يأدي الكل ... شو ما بدك قوليلو إنه هاد البلد لسه بخير و رح تعطي علماء و عباقرة و فلاسفة و فنانين ... كذبي عليه قد ما بتقدري"
