Sentence_id,sentence,,,,,,,
478,بعض الناس وهو رايح عالامتحان,,,,,,,
479,مثل فلسطين وهي رايحة تلعب مع البرازيل,,,,,,,
480,النتيجة معروفة بس يكفي شرف المحاولة,,,,,,,
481,بس أغني وانا لابس السماعات احس اني جبت نفس الصوت ! بس لما اشيلها,,,,,,,
482,اعوذ بالله من الشيطان الرجيم,,,,,,,
483,الطالب في الامتحان عندي سؤال : ماهي الكربوهيدرات ?,,,,,,,
484,الاستاذ : ماااااااااااااا اااااا هي الكربوههههههههه يدرااااااات ها الكربوهيدرات تذكر,,,,,,,
485,الكررررررربوووو ووووووهيييييييي يييييدراااااااا ااااااااااااااا اااااااااات ركززز مابقدر اوضح اكثر من هيك,,,,,,,
486,لا بصراحه تعبت حالك,,,,,,,
487,يعطيك العافيه مجهود عظيم,,,,,,,
488,خلص انا عرفت الجواب,,,,,,,
489,سرقة البطاطا المقلية من الصحن من,,,,,,,
490,ورا إمك,,,,,,,
491,فن لا يتقنه الكثيرون,,,,,,,
492,قمة الإحراج,,,,,,,
493,تكون طالع من غرفتك تغني وعايش الدور,,,,,,,
494,وتكتشف انه عندكم ضيوف فالبيت ! !,,,,,,,
495,لآ المصيبه لمآ تتدخل عليهم وانت ترقص,,,,,,,
496,ههههههههههههههه بتحس انك حشرة,,,,,,,
497,بدك تقهر البنت,,,,,,,
498,قلد صوتها وهي معصبة,,,,,,,
499,طبعا قبل ما اتقلدها اتأكد انه في,,,,,,,
500,مخرج طوارئ قريب منك,,,,,,,
501,لانها ستخرج جون سينا الصغير من داخله,,,,,,,
502,"جمله عربية حيرت العلماء",,,,,,,
503,ألي سآعه بقلك أصبر دقيقه,,,,,,,
504,أستاذ علوم بسأل محشش ! ! لماذا نشرب الحليب ? ?,,,,,,,
505,قال المحشش :,,,,,,,
506,يعني بعرض اختك ما اغباك على هيك سؤال . . . لانو ما بيتاكل,,,,,,,
507,اقنعني المحشش,,,,,,,
508,ازنخ اشي تنام ع كنباية مزخرفة,,,,,,,
509,تقوم و وجهك بكون عامل نسخ ولصق,,,,,,,
510,من هو الحيوان الذي يأكل و هو شبعان,,,,,,,
511,صاحبك لما تعزمه على مطعم,,,,,,,
512,"هسا ع الصبح اجتني اضافة من بنت اسمها """" رمش العين """"""""",,,,,,,
513,طب انا بهيك حاله شو اعمل اقسم بالله قززتني,,,,,,,
514,ولكم نفسي انتفلها رموشها,,,,,,,
515,اسوأ شعور أيام الطفولة,,,,,,,
516,لما تشلح البلوزه و تكون ديقه,,,,,,,
517,و تعلق برأسك و تحاول تشلحها و ما تقدر,,,,,,,
518,و تنطنط و ترقص و ييجيك الشعور,,,,,,,
519,إللي بتحس أنها النهايه,,,,,,,
520,لازم يطلعوا قانون :,,,,,,,
521,"في فصل الشتاء الجلي على الشباب",,,,,,,
522,كفكو صبآيآ + ارقامكو,,,,,,,
523,نص الشعب العربي واقف عالشبابيك هههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههه,,,,,,,
524,انفضحنا قدام الأجانب,,,,,,,
525,نصيحه لكل البنات هاي رح تشكروني عليها,,,,,,,
526,الرجل مثل كاسة الشاي وانتي مثل البسكوته,,,,,,,
527,البسكوته تذوب بالشاي . . فيبحث عن بسكوته أخرى,,,,,,,
528,فكوني مثل خبز الحمام مابتطلع إلا وهي شافطه الكاسه,,,,,,,
529,كلها,,,,,,,
531,فضحتونآ قدآاآاآم الآجآاآنب,,,,,,,
532,خلص آعملوا الوضع طبيعي كأنه كل,,,,,,,
533,يوم بنشوف,,,,,,,
534,تلج,,,,,,,
535,بنت كاتبه عبروفايلها :,,,,,,,
536,يا الله الهوا زنخ بضل يصفرلي وانا بستحي,,,,,,,
537,جيبو شباشب والحقوني,,,,,,,
538,وبعدين,,,,,,,
539,اشوفك وين يا مهآجر,,,,,,,
540,ردة فعل الشعوب وقت الكوارث :,,,,,,,
541,الأمريكي : يساعد المصابين . .,,,,,,,
542,الأوروبي : يبدأ حملات إغاثة المنكوبين . .,,,,,,,
543,الياباني : يطور أجهزته للحد من خطر الكوارث مستقبلا,,,,,,,
544,العربي : ببلش يسأل ( في عطله بكره ) . . ?,,,,,,,
546,الأم بس تلبس ابنها للمدرسة,,,,,,,
547,مد ايدك,,,,,,,
548,مد ايدك التانية,,,,,,,
549,يلعن امك,,,,,,,
550,وقف,,,,,,,
551,يلعن ابوك عرص,,,,,,,
552,ارفع رجلك,,,,,,,
553,الله يلعن ابوها امك,,,,,,,
554,وقف منيح,,,,,,,
555,طراخ شمطته كف,,,,,,,
556,الولد فقع من العياط,,,,,,,
557,ولك وقف منيح يا ابن الكلب,,,,,,,
558,يلعنها مرتك,,,,,,,
559,طراخ طراخ,,,,,,,
560,وقف الولد,,,,,,,
561,البس دخل رجلك منيح مع قرصة,,,,,,,
562,الولد سخسخ عياط,,,,,,,
563,واخر اشي بتبوسه وبتقله شاطر حبيب امه الي بسمع الكلام,,,,,,,
564,والولد بروح مشلول عالمدرسة,,,,,,,
565,ذهب شخص مع حبيبه الى محل العطور,,,,,,,
566,قال للبائع . . . اريد عطرآ برائحة انفاسها,,,,,,,
567,قال له البائع,,,,,,,
568,امشي 20 متر ع يمينك في محل خضرا عندو بصل مرتب,,,,,,,
569,أيام الابتدائي,,,,,,,
570,اذا رحت مع أهلك على بيت ناس وتعرفت ع واحد بعمرك . . تسأله : أي صفحة واصلين في العربي ? !,,,,,,,
571,يعني فاتح موضوع,,,,,,,
572,اللي باعك بيعو,,,,,,,
573,و بالصندل ع نيعو,,,,,,,
575,سرك في بير,,,,,,,
576,الكلمه التي فضحت نصف الشعب !,,,,,,,
577,ههههههههههههه,,,,,,,
578,في محشش عصبت عليه امه,,,,,,,
579,قالت : روح أقتل حالك وريحني منك !,,,,,,,
580,قالها : ليش مفكريتني غبي عشان ادخل السجن,,,,,,,
581,في امريكا ! ! يعزف على الجيتار,,,,,,,
582,أبوه و امه بزقفوله !,,,,,,,
583,أنا,,,,,,,
584,بطبل على علبة النيدو,,,,,,,
585,و تأتيني الحفايه من حيث لا اعلم ! !,,,,,,,
586,"ماشاء الله عنا تشجيع رهيب للمواهب",,,,,,,
587,سبب إهتمام البنات بالعلكة ? ?,,,,,,,
588,متعودين على طق الحنك,,,,,,,
589,من ذكريات الطفوله :,,,,,,,
590,تيجو نحط شبساتكم ع شبساتنا و نعمل عزومه ! !,,,,,,,
591,ههههههههههههههه,,,,,,,
592,خيلو الشرطة بنات :,,,,,,,
593,إذا ما قدرت تمسك الشب بتصير تنادي في المايك :,,,,,,,
594,خلص وئف بلا زناخة,,,,,,,
596,"محشش سأل بنت شو إسمك ? , , , قلتله : بدوور , , , قلها مآ بتدووخي ههههههههههههههه",,,,,,,
597,فقط بالبيوت العربية,,,,,,,
598,قوم صار دوري,,,,,,,
599,يلا شويه هسا بقوم,,,,,,,
600,بعد ساعه . . . ولك قلتلك بس شويه هسا بقوم,,,,,,,
601,وبعدين بنشوف الصرامي الطائره . .,,,,,,,
602,وبنشوف الكراسي المتكسره,,,,,,,
603,والأم تسكر غرفة الكمبيوتر,,,,,,,
604,وبنحل المشكله,,,,,,,
605,بس تهدا لقلوب بسألو انبسطت لو قمت مش ااحسن,,,,,,,
606,طيب لو معملتش طوشه مش احسن,,,,,,,
607,ذات مومنت لما : تكون عم تحل معادلة صعبة وتنحل معك بسرعة . أول الشي بيخطر ببالك : يا أخي انا حرام اكون بهالبلد ههههههههههههههههههههههههههه,,,,,,,
608,البنت : حبيبي انا مريضة,,,,,,,
609,الشب : ابوسك علشان اتطيبي,,,,,,,
610,حبيبتي ? !,,,,,,,
611,أنا بشوف انو نسكر مستشفيات,,,,,,,
612,"الوطن العربي , ونعتمد علي",,,,,,,
613,شلاطيف حضرتك يا حيوان,,,,,,,
614,حتاج الرجل 5 دقائق ليعاود الضحك,,,,,,,
615,مع اصحابه بعد ماخلوه مصصخرة,,,,,,,
616,و تحتاج المرأه 10 سنين ضوئيه,,,,,,,
617,"لتتوقف عن الدعاء على وحده قالت لها",,,,,,,
618,شكلك سمنتي,,,,,,,
619,الشعب العربي اذا شاف ذبانة عالتلفزيون,,,,,,,
620,بغير القناة عشان تخاف,,,,,,,
621,الفتاة العربية الاصيلة,,,,,,,
622,هي اللي ترسلهآ وآلدتهآ للمطبخ لتحضر ملعقة,,,,,,,
623,فتدخل المطبخ وتفتح الثلاجة وتنظر إليها لمدة عشر دقائق من دون فآئدة,,,,,,,
624,ثم ترجع لوآلدتهآ قائلة :,,,,,,,
625,ماما شو قلتيلي اجيب,,,,,,,
626,هههههههههههههههههه مولعه معو صاحب المحل ههه,,,,,,,
627,قال لها بثقه : لن تحبي من بعدي,,,,,,,
628,قالت : أكيد لأنك سديت نفسي,,,,,,,
630,عزيزي المتفائل ب 2013,,,,,,,
631,متذكر لما كنت متفائل ب 2012 @@Lاط@@?ê?د?ز?«?ê??G?ز,,,,,,,
632,يلا الكل يعمل حملت تفتيش يالبيت,,,,,,,
633,الي عندو بكيت شيبس حبت شوكلاتة من هون للسنة الجاي بتخرب ياكلها بسرعة,,,,,,,
634,انتبه للزفت الي جاي,,,,,,,
635,عربي بعلم ابنه سواقة,,,,,,,
636,هههههههههههههه,,,,,,,
637,الشاب إذا حكى مع بنت,,,,,,,
638,من ثاني مكالمه يقول الجملة الشهيرة,,,,,,,
639,( ما بتلاحظي أنا وياك متشابهين بكل اشي ),,,,,,,
640,خف علينا يا منتخب كوريا,,,,,,,
641,احقر 7 اصابات جسدية عرفها التاريخ,,,,,,,
642,1 - يضرب كوعك في طرف الطاولة,,,,,,,
643,2 - ينحرق لسانك من شاي ساخن,,,,,,,
644,3 - تدعس وآنت حآفي ع لعبه صغيره,,,,,,,
645,4 - تجرح اصبعك بطرف ورقة,,,,,,,
646,5 - يضرب اصبع رجلك بطرف الباب العن شي,,,,,,,
647,6 - تعض لسانك وأنت بتاكل اشي,,,,,,,
648,7 - تشرب بيبسي وتتشردق ويطلع البيبسي من انفك,,,,,,,
649,إلي جرب وحده من هدوول يشمط لايك,,,,,,,
650,وحدة بتقول لزوجها :,,,,,,,
651,أنا مش عارفة شو عاجبك بنانسي ? !,,,,,,,
652,جسم وعندي,,,,,,,
653,شعر وعندي,,,,,,,
654,شوفيها زيادة عني ? ? ?,,,,,,,
655,قالها : صح,,,,,,,
656,بس هي مرسومة رسم أما أنتي,,,,,,,
657,شخبط شخابيط,,,,,,,
658,لا تقل لي ميسي,,,,,,,
659,ولا تقلي رونالدو,,,,,,,
660,ما في بعد الام هي الوحيدة الي بتعرف,,,,,,,
661,"تسلخ ضربات جزاء",,,,,,,
662,بتيجيك بنت بتحكيلك آنا محجوزة,,,,,,,
663,ليش شو كآينه حضرتك طاولة ?,,,,,,,
664,لما أشوف أمي ترتب وحاطة معطر جو,,,,,,,
665,على طول اسألها : - من بدو يجي عنا ?,,,,,,,
666,و طبعا اسمع المحاضره المعتادهه,,,,,,,
667,وحنا ما نرتب الا إذا جانا احد,,,,,,,
669,نزل يقبل قدميها,,,,,,,
670,قالت الأم ماذا تفعل ?,,,,,,,
671,قال أليست الجنة تحت أقدام الأمهات ?,,,,,,,
672,قالت الأم : قوم بلا فلسفة,,,,,,,
673,"الموبايل مش معطيتك إياه ,",,,,,,,
674,أنقلع ادرس,,,,,,,
676,محشش سألوه تروح عالجنة ولا عالنار,,,,,,,
677,"قال اكيد النار , , قالوله ليش",,,,,,,
678,قال : يا زلمة الشبآب كلها هناك,,,,,,,
680,الأب بحكي لإبنو : جيبلي كآسة مي,,,,,,,
681,الإبن : خود هاي كاسة المي,,,,,,,
682,الأب : الواحد بحكي تفضل يا حمار,,,,,,,
683,الإبن : تفضل يا حمآر,,,,,,,
684,ههههههههههههههههه,,,,,,,
685,بقولو وجهه كان منور ومبستم هو بيتغسل,,,,,,,
686,الله يرحمه . .,,,,,,,
687,ههههههههههههههه,,,,,,,
688,قمه المعاناه انك تركض و انت تضحك,,,,,,,
689,ههههههههههههه,,,,,,,
690,بتحس حالك مبنشر,,,,,,,
691,خصوصا اذا الي كان بلحقك هو الي بتضحك عليه,,,,,,,
692,ههههههههههههههه,,,,,,,
693,أذا شفت أخوك أو اختك الصغيره,,,,,,,
694,عم يتطلع عليك ورآح بدون ما يحكي فأنه,,,,,,,
695,في مهمه فريده من نوعها,,,,,,,
697,اانا وصحابي إذاا ضحكناا كل واحد يطير بجههه,,,,,,,
698,الي يركع واللي يرقص واللي يصفق واللي يصيح من الضحك والي ينقز,,,,,,,
699,و بعدين نرجع إلى نقطة التجمع,,,,,,,
701,الصديق الحقيقي هو :,,,,,,,
702,اللي اذا كنت كذبت على حدا وهو جنبك,,,,,,,
703,يكمل كذبتك ويعطي أكشن زيادة,,,,,,,
704,حتى انت بنفسك تنصدم,,,,,,,
705,وتبدأ رحله النط من سجادة ل سجادة,,,,,,,
706,عشان البلاط بارد,,,,,,,
707,ههههههههههههههه,,,,,,,
708,الزوجة : ليش ما قلتلي إنك فقير قبل ما نتزوج ? !,,,,,,,
709,كان ما اتزوجتك !,,,,,,,
710,الزوج : إنتي ما كنتي تستوعبي,,,,,,,
711,من يوم ما شفتك وأنا بقولك أنتي كل,,,,,,,
712,ما أملك في هالدنيا !,,,,,,,
713,"وإنتي تضحكي وتستحي , زي الهبلة",,,,,,,
714,"هاد اللي شاطرة فيه , , , هههههههه",,,,,,,
715,استيقظ من نومه و التفت,,,,,,,
716,لزوجته,,,,,,,
717,و قال لها : صباح الخير,,,,,,,
718,حبيبتي,,,,,,,
719,فأجابته و عينها مغمضة,,,,,,,
720,توديني عالسوق اليوم,,,,,,,
721,رجع نآم ولهسا ما صحي,,,,,,,
722,ههههههههههههههه,,,,,,,
723,ماما وين رايحة,,,,,,,
724,الام : على جهنم,,,,,,,
725,قصة لن يفهمها الكثيرون,,,,,,,
726,بس يا عمي افتحوا معابر غزة وكثر الله خيركم بدناش تروحوا القدس,,,,,,,
727,فعلا ناقصنا شوية مسيرات,,,,,,,
728,لا حول ولا قوة إلا بالله,,,,,,,
729,مش ناقصين مسيرات وشعارات مزيفة بنا افعال وليس اقوال,,,,,,,
